seuNumero,tipoOpFinanceira
31694,04 - Via Compensação
31716,04 - Via Compensação
31740,04 - Via Compensação
31772,04 - Via Compensação
31788,04 - Via Compensação
31791,07 - Via Pix
31768,04 - Via Compensação
31832,04 - Via Compensação
31835,04 - Via Compensação
31848,04 - Via Compensação
31856,04 - Via Compensação
31868,07 - Via Pix
31873,07 - Via Pix
31876,04 - Via Compensação
31898,04 - Via Compensação
31913,07 - Via Pix
31917,04 - Via Compensação
31926,04 - Via Compensação
31935,04 - Via Compensação
31937,04 - Via Compensação
31940,04 - Via Compensação
31943,07 - Via Pix
31941,04 - Via Compensação
31959,04 - Via Compensação
31984,04 - Via Compensação
31998,04 - Via Compensação
32007,04 - Via Compensação
32017,04 - Via Compensação
32022,07 - Via Pix
32046,04 - Via Compensação
33776,04 - Via Compensação
33779,04 - Via Compensação
33782,07 - Via Pix
33793,04 - Via Compensação
33799,07 - Via Pix
33803,04 - Via Compensação
32057,04 - Via Compensação
32059,04 - Via Compensação
32077,07 - Via Pix
32083,04 - Via Compensação
32086,04 - Via Compensação
32097,04 - Via Compensação
32100,04 - Via Compensação
32103,07 - Via Pix
32107,04 - Via Compensação
32142,04 - Via Compensação
32169,04 - Via Compensação
32182,04 - Via Compensação
32207,04 - Via Compensação
32220,07 - Via Pix
32222,04 - Via Compensação
32227,07 - Via Pix
32236,04 - Via Compensação
32254,04 - Via Compensação
32278,04 - Via Compensação
32285,04 - Via Compensação
32288,04 - Via Compensação
32315,04 - Via Compensação
32336,04 - Via Compensação
32345,07 - Via Pix
32348,07 - Via Pix
32359,07 - Via Pix
32369,04 - Via Compensação
33817,07 - Via Pix
33750,04 - Via Compensação
33837,04 - Via Compensação
33875,04 - Via Compensação
33884,04 - Via Compensação
33886,04 - Via Compensação
33929,04 - Via Compensação
33963,04 - Via Compensação
33965,07 - Via Pix
33992,04 - Via Compensação
33999,04 - Via Compensação
34012,04 - Via Compensação
34015,04 - Via Compensação
34027,07 - Via Pix
34090,07 - Via Pix
31855,07 - Via Pix
31858,04 - Via Compensação
31861,04 - Via Compensação
31866,04 - Via Compensação
31871,04 - Via Compensação
31880,04 - Via Compensação
31891,04 - Via Compensação
31894,04 - Via Compensação
31897,04 - Via Compensação
31915,04 - Via Compensação
31916,07 - Via Pix
31945,07 - Via Pix
32371,04 - Via Compensação
32401,04 - Via Compensação
32404,04 - Via Compensação
32408,04 - Via Compensação
32465,04 - Via Compensação
32480,04 - Via Compensação
32490,04 - Via Compensação
32497,04 - Via Compensação
32518,04 - Via Compensação
32534,04 - Via Compensação
32550,04 - Via Compensação
32576,04 - Via Compensação
32581,04 - Via Compensação
32599,04 - Via Compensação
28872,04 - Via Compensação
28932,04 - Via Compensação
28955,04 - Via Compensação
28959,04 - Via Compensação
28983,06 - Via Retaguarda
29005,04 - Via Compensação
29022,04 - Via Compensação
29034,04 - Via Compensação
29071,04 - Via Compensação
29119,04 - Via Compensação
29124,04 - Via Compensação
29135,04 - Via Compensação
29139,04 - Via Compensação
31948,04 - Via Compensação
31960,04 - Via Compensação
31963,04 - Via Compensação
31966,04 - Via Compensação
31969,04 - Via Compensação
31978,04 - Via Compensação
31982,04 - Via Compensação
31986,04 - Via Compensação
31992,07 - Via Pix
32006,04 - Via Compensação
32009,04 - Via Compensação
32012,04 - Via Compensação
32020,07 - Via Pix
32043,04 - Via Compensação
32045,07 - Via Pix
32047,04 - Via Compensação
32035,04 - Via Compensação
32068,04 - Via Compensação
32079,04 - Via Compensação
32105,07 - Via Pix
32122,04 - Via Compensação
32127,04 - Via Compensação
32147,04 - Via Compensação
32170,04 - Via Compensação
32205,04 - Via Compensação
32240,07 - Via Pix
32295,04 - Via Compensação
29148,04 - Via Compensação
29156,04 - Via Compensação
29164,07 - Via Pix
29173,07 - Via Pix
29187,07 - Via Pix
29189,07 - Via Pix
29222,04 - Via Compensação
29236,04 - Via Compensação
29246,04 - Via Compensação
29249,04 - Via Compensação
29270,04 - Via Compensação
29275,04 - Via Compensação
29278,04 - Via Compensação
29288,04 - Via Compensação
29291,04 - Via Compensação
29297,04 - Via Compensação
29309,04 - Via Compensação
29332,04 - Via Compensação
29349,04 - Via Compensação
29357,04 - Via Compensação
29359,04 - Via Compensação
29365,04 - Via Compensação
29364,04 - Via Compensação
29369,04 - Via Compensação
29370,07 - Via Pix
29376,04 - Via Compensação
29378,04 - Via Compensação
32298,04 - Via Compensação
32321,04 - Via Compensação
32324,07 - Via Pix
32327,04 - Via Compensação
32344,04 - Via Compensação
32347,04 - Via Compensação
32353,04 - Via Compensação
32365,07 - Via Pix
32373,07 - Via Pix
32376,07 - Via Pix
32384,04 - Via Compensação
32403,04 - Via Compensação
32410,07 - Via Pix
32428,07 - Via Pix
32445,04 - Via Compensação
32448,04 - Via Compensação
32451,04 - Via Compensação
32454,07 - Via Pix
32460,04 - Via Compensação
32467,07 - Via Pix
32470,04 - Via Compensação
32488,04 - Via Compensação
32496,07 - Via Pix
32527,07 - Via Pix
32539,07 - Via Pix
32557,04 - Via Compensação
32569,07 - Via Pix
29400,04 - Via Compensação
26568,04 - Via Compensação
29407,04 - Via Compensação
29415,07 - Via Pix
29418,04 - Via Compensação
29425,04 - Via Compensação
29437,04 - Via Compensação
29446,07 - Via Pix
29412,07 - Via Pix
29455,04 - Via Compensação
29465,04 - Via Compensação
29483,04 - Via Compensação
29491,04 - Via Compensação
29493,04 - Via Compensação
29498,07 - Via Pix
29501,04 - Via Compensação
29513,04 - Via Compensação
29521,04 - Via Compensação
29533,04 - Via Compensação
29538,07 - Via Pix
29552,04 - Via Compensação
29554,04 - Via Compensação
29576,04 - Via Compensação
29590,04 - Via Compensação
29617,04 - Via Compensação
29624,04 - Via Compensação
29640,04 - Via Compensação
32577,04 - Via Compensação
32584,04 - Via Compensação
32580,04 - Via Compensação
32594,04 - Via Compensação
32611,04 - Via Compensação
24469,04 - Via Compensação
32629,04 - Via Compensação
32632,04 - Via Compensação
32663,04 - Via Compensação
32675,04 - Via Compensação
32696,04 - Via Compensação
32700,04 - Via Compensação
32705,04 - Via Compensação
32718,04 - Via Compensação
32723,07 - Via Pix
26730,04 - Via Compensação
32750,04 - Via Compensação
32764,07 - Via Pix
32781,07 - Via Pix
32787,04 - Via Compensação
32796,04 - Via Compensação
32806,04 - Via Compensação
32808,04 - Via Compensação
32820,04 - Via Compensação
32822,04 - Via Compensação
32837,04 - Via Compensação
32874,04 - Via Compensação
29636,04 - Via Compensação
29644,07 - Via Pix
29646,07 - Via Pix
29648,04 - Via Compensação
29651,07 - Via Pix
29657,04 - Via Compensação
29666,04 - Via Compensação
29679,04 - Via Compensação
29689,07 - Via Pix
29706,04 - Via Compensação
29733,06 - Via Retaguarda
29734,04 - Via Compensação
29737,04 - Via Compensação
29744,04 - Via Compensação
29755,07 - Via Pix
29764,04 - Via Compensação
29778,04 - Via Compensação
29781,04 - Via Compensação
29816,04 - Via Compensação
29819,04 - Via Compensação
29824,04 - Via Compensação
29860,04 - Via Compensação
29862,04 - Via Compensação
29883,04 - Via Compensação
29893,04 - Via Compensação
29900,04 - Via Compensação
29920,04 - Via Compensação
29922,04 - Via Compensação
29928,04 - Via Compensação
29932,04 - Via Compensação
29937,04 - Via Compensação
29945,04 - Via Compensação
29957,04 - Via Compensação
29959,04 - Via Compensação
29960,04 - Via Compensação
29987,04 - Via Compensação
29999,04 - Via Compensação
30033,07 - Via Pix
30046,04 - Via Compensação
30076,04 - Via Compensação
30078,04 - Via Compensação
30094,07 - Via Pix
30099,07 - Via Pix
30125,04 - Via Compensação
30153,04 - Via Compensação
30158,07 - Via Pix
30160,04 - Via Compensação
30173,04 - Via Compensação
30178,04 - Via Compensação
30193,04 - Via Compensação
30199,04 - Via Compensação
30225,04 - Via Compensação
30263,04 - Via Compensação
30277,07 - Via Pix
30284,04 - Via Compensação
30286,04 - Via Compensação
30290,07 - Via Pix
30306,04 - Via Compensação
30336,04 - Via Compensação
30340,04 - Via Compensação
30357,04 - Via Compensação
30367,04 - Via Compensação
30363,04 - Via Compensação
30379,04 - Via Compensação
21910,04 - Via Compensação
30405,04 - Via Compensação
30412,04 - Via Compensação
30418,04 - Via Compensação
30420,04 - Via Compensação
30433,04 - Via Compensação
30435,04 - Via Compensação
30437,04 - Via Compensação
30449,04 - Via Compensação
30451,04 - Via Compensação
30462,04 - Via Compensação
30470,07 - Via Pix
30498,04 - Via Compensação
30509,04 - Via Compensação
30526,07 - Via Pix
30535,04 - Via Compensação
30540,04 - Via Compensação
30544,04 - Via Compensação
30569,04 - Via Compensação
30575,04 - Via Compensação
30578,04 - Via Compensação
30586,04 - Via Compensação
30619,04 - Via Compensação
30639,04 - Via Compensação
30642,04 - Via Compensação
30665,04 - Via Compensação
30679,07 - Via Pix
30682,07 - Via Pix
30683,04 - Via Compensação
26869,04 - Via Compensação
26979,04 - Via Compensação
27001,04 - Via Compensação
27067,04 - Via Compensação
27128,04 - Via Compensação
27208,07 - Via Pix
27226,04 - Via Compensação
27302,07 - Via Pix
27437,04 - Via Compensação
27562,04 - Via Compensação
27622,04 - Via Compensação
27629,04 - Via Compensação
27685,04 - Via Compensação
27693,04 - Via Compensação
27744,04 - Via Compensação
27764,07 - Via Pix
27835,07 - Via Pix
27837,04 - Via Compensação
27921,04 - Via Compensação
27950,07 - Via Pix
28114,04 - Via Compensação
28260,07 - Via Pix
28365,07 - Via Pix
28414,04 - Via Compensação
28523,04 - Via Compensação
28531,04 - Via Compensação
28588,04 - Via Compensação
28591,07 - Via Pix
28597,04 - Via Compensação
28609,04 - Via Compensação
28635,07 - Via Pix
28720,04 - Via Compensação
28737,04 - Via Compensação
28751,04 - Via Compensação
28783,04 - Via Compensação
28788,04 - Via Compensação
25155,04 - Via Compensação
25190,07 - Via Pix
25320,04 - Via Compensação
25533,04 - Via Compensação
25794,04 - Via Compensação
25888,04 - Via Compensação
25909,04 - Via Compensação
25980,04 - Via Compensação
26157,04 - Via Compensação
26187,04 - Via Compensação
26205,04 - Via Compensação
26249,04 - Via Compensação
26335,04 - Via Compensação
26342,04 - Via Compensação
26492,04 - Via Compensação
26601,04 - Via Compensação
26645,04 - Via Compensação
26776,04 - Via Compensação
26843,04 - Via Compensação
23592,04 - Via Compensação
23735,04 - Via Compensação
23828,04 - Via Compensação
23845,07 - Via Pix
24009,04 - Via Compensação
24043,04 - Via Compensação
24047,07 - Via Pix
24252,04 - Via Compensação
24340,04 - Via Compensação
24724,04 - Via Compensação
21504,04 - Via Compensação
21633,04 - Via Compensação
21762,04 - Via Compensação
22138,04 - Via Compensação
22368,07 - Via Pix
22532,04 - Via Compensação
22554,04 - Via Compensação
22639,07 - Via Pix
22701,04 - Via Compensação
22715,04 - Via Compensação
23042,04 - Via Compensação
23071,06 - Via Retaguarda
23135,04 - Via Compensação
19340,04 - Via Compensação
19708,04 - Via Compensação
19740,04 - Via Compensação
18226,04 - Via Compensação
20475,07 - Via Pix
20715,07 - Via Pix
17494,04 - Via Compensação
17623,04 - Via Compensação
17936,07 - Via Pix
18148,07 - Via Pix
18165,04 - Via Compensação
18663,04 - Via Compensação
18674,04 - Via Compensação
18690,04 - Via Compensação
18711,04 - Via Compensação
18870,04 - Via Compensação
19008,04 - Via Compensação
15787,04 - Via Compensação
15866,04 - Via Compensação
15963,04 - Via Compensação
15983,04 - Via Compensação
16137,04 - Via Compensação
16335,04 - Via Compensação
16771,04 - Via Compensação
16839,04 - Via Compensação
17129,04 - Via Compensação
17186,04 - Via Compensação
13857,07 - Via Pix
13999,04 - Via Compensação
14036,04 - Via Compensação
14113,04 - Via Compensação
14183,04 - Via Compensação
14784,04 - Via Compensação
15088,04 - Via Compensação
15338,04 - Via Compensação
15386,04 - Via Compensação
12666,07 - Via Pix
13038,04 - Via Compensação
13112,04 - Via Compensação
13526,07 - Via Pix
32899,04 - Via Compensação
32937,04 - Via Compensação
32946,04 - Via Compensação
32949,04 - Via Compensação
32955,04 - Via Compensação
32966,04 - Via Compensação
32969,04 - Via Compensação
32972,04 - Via Compensação
32975,04 - Via Compensação
32984,04 - Via Compensação
33012,04 - Via Compensação
33041,04 - Via Compensação
33043,04 - Via Compensação
33046,04 - Via Compensação
33048,04 - Via Compensação
33082,04 - Via Compensação
33110,07 - Via Pix
33115,04 - Via Compensação
33117,04 - Via Compensação
33123,04 - Via Compensação
33149,04 - Via Compensação
33165,04 - Via Compensação
33167,04 - Via Compensação
33180,04 - Via Compensação
33184,04 - Via Compensação
33195,04 - Via Compensação
33200,04 - Via Compensação
33219,07 - Via Pix
33223,04 - Via Compensação
33229,07 - Via Pix
33235,04 - Via Compensação
33257,04 - Via Compensação
33293,04 - Via Compensação
33297,04 - Via Compensação
33302,04 - Via Compensação
33312,04 - Via Compensação
33326,04 - Via Compensação
33329,04 - Via Compensação
33339,04 - Via Compensação
33340,07 - Via Pix
33345,04 - Via Compensação
33346,04 - Via Compensação
33375,04 - Via Compensação
33385,04 - Via Compensação
33395,04 - Via Compensação
33398,04 - Via Compensação
22779,04 - Via Compensação
33408,04 - Via Compensação
33410,04 - Via Compensação
33296,07 - Via Pix
33450,04 - Via Compensação
33471,04 - Via Compensação
33486,04 - Via Compensação
33526,04 - Via Compensação
33535,07 - Via Pix
33560,04 - Via Compensação
33564,07 - Via Pix
33580,04 - Via Compensação
33582,04 - Via Compensação
33586,07 - Via Pix
33605,07 - Via Pix
33613,04 - Via Compensação
33661,04 - Via Compensação
33662,04 - Via Compensação
33666,04 - Via Compensação
33691,04 - Via Compensação
33697,04 - Via Compensação
33706,04 - Via Compensação
33739,04 - Via Compensação
31571,07 - Via Pix
30013,07 - Via Pix
30015,04 - Via Compensação
30020,04 - Via Compensação
30030,06 - Via Retaguarda
30040,04 - Via Compensação
30050,04 - Via Compensação
30051,07 - Via Pix
30056,07 - Via Pix
30071,04 - Via Compensação
30073,04 - Via Compensação
30079,04 - Via Compensação
30085,04 - Via Compensação
30104,06 - Via Retaguarda
30106,04 - Via Compensação
30117,04 - Via Compensação
30121,04 - Via Compensação
30129,04 - Via Compensação
30138,07 - Via Pix
29832,04 - Via Compensação
26037,07 - Via Pix
30163,04 - Via Compensação
30179,04 - Via Compensação
30183,04 - Via Compensação
30189,04 - Via Compensação
30192,04 - Via Compensação
30206,04 - Via Compensação
30212,04 - Via Compensação
30215,04 - Via Compensação
30218,04 - Via Compensação
30226,04 - Via Compensação
30236,07 - Via Pix
30241,04 - Via Compensação
30251,04 - Via Compensação
30273,04 - Via Compensação
30289,04 - Via Compensação
30298,04 - Via Compensação
30345,07 - Via Pix
30350,04 - Via Compensação
30362,07 - Via Pix
30366,07 - Via Pix
30369,04 - Via Compensação
30374,07 - Via Pix
30392,07 - Via Pix
30395,04 - Via Compensação
30400,04 - Via Compensação
30406,04 - Via Compensação
30411,04 - Via Compensação
30416,04 - Via Compensação
30423,07 - Via Pix
30438,04 - Via Compensação
30442,04 - Via Compensação
30457,04 - Via Compensação
30461,04 - Via Compensação
30466,07 - Via Pix
30469,04 - Via Compensação
30477,07 - Via Pix
30479,07 - Via Pix
30482,04 - Via Compensação
30489,07 - Via Pix
30495,04 - Via Compensação
30503,04 - Via Compensação
30525,04 - Via Compensação
30530,07 - Via Pix
30536,04 - Via Compensação
30556,04 - Via Compensação
30559,04 - Via Compensação
30583,04 - Via Compensação
30594,04 - Via Compensação
30606,04 - Via Compensação
30618,04 - Via Compensação
30638,04 - Via Compensação
30641,04 - Via Compensação
30644,04 - Via Compensação
30688,04 - Via Compensação
30691,04 - Via Compensação
30695,04 - Via Compensação
30709,04 - Via Compensação
30712,04 - Via Compensação
30715,04 - Via Compensação
30720,04 - Via Compensação
30132,04 - Via Compensação
30731,04 - Via Compensação
30733,04 - Via Compensação
30758,04 - Via Compensação
30761,07 - Via Pix
30770,04 - Via Compensação
30791,04 - Via Compensação
30813,04 - Via Compensação
30814,04 - Via Compensação
30822,04 - Via Compensação
30591,04 - Via Compensação
30839,04 - Via Compensação
30845,04 - Via Compensação
30858,04 - Via Compensação
30868,04 - Via Compensação
30888,04 - Via Compensação
30898,07 - Via Pix
30907,07 - Via Pix
29508,04 - Via Compensação
30922,04 - Via Compensação
30927,04 - Via Compensação
30939,04 - Via Compensação
30948,07 - Via Pix
30977,04 - Via Compensação
30979,04 - Via Compensação
30982,04 - Via Compensação
30983,04 - Via Compensação
28012,04 - Via Compensação
31000,04 - Via Compensação
31023,04 - Via Compensação
31029,04 - Via Compensação
31047,04 - Via Compensação
31050,04 - Via Compensação
31054,04 - Via Compensação
31068,04 - Via Compensação
31084,04 - Via Compensação
31093,06 - Via Retaguarda
31113,04 - Via Compensação
31131,04 - Via Compensação
31139,04 - Via Compensação
31159,04 - Via Compensação
31174,04 - Via Compensação
31176,04 - Via Compensação
31181,04 - Via Compensação
31187,04 - Via Compensação
31189,04 - Via Compensação
31216,07 - Via Pix
31221,04 - Via Compensação
31226,04 - Via Compensação
31268,04 - Via Compensação
31285,07 - Via Pix
31291,04 - Via Compensação
31296,04 - Via Compensação
31295,04 - Via Compensação
31297,04 - Via Compensação
31312,04 - Via Compensação
31321,04 - Via Compensação
31330,07 - Via Pix
31334,04 - Via Compensação
31337,04 - Via Compensação
31343,04 - Via Compensação
31351,04 - Via Compensação
31365,04 - Via Compensação
31368,04 - Via Compensação
31369,04 - Via Compensação
31385,04 - Via Compensação
33796,07 - Via Pix
33823,04 - Via Compensação
33860,04 - Via Compensação
33878,04 - Via Compensação
33941,04 - Via Compensação
33990,04 - Via Compensação
34006,04 - Via Compensação
34032,04 - Via Compensação
34038,04 - Via Compensação
34048,07 - Via Pix
34052,04 - Via Compensação
34097,04 - Via Compensação
34113,04 - Via Compensação
34116,04 - Via Compensação
34126,04 - Via Compensação
34139,04 - Via Compensação
34155,07 - Via Pix
34166,07 - Via Pix
34179,04 - Via Compensação
34185,04 - Via Compensação
34194,04 - Via Compensação
34208,04 - Via Compensação
34217,04 - Via Compensação
34219,07 - Via Pix
34222,04 - Via Compensação
34160,04 - Via Compensação
34240,04 - Via Compensação
34243,04 - Via Compensação
34251,07 - Via Pix
34255,04 - Via Compensação
34277,04 - Via Compensação
34280,04 - Via Compensação
34287,04 - Via Compensação
34293,04 - Via Compensação
34296,04 - Via Compensação
34303,04 - Via Compensação
34321,04 - Via Compensação
34322,04 - Via Compensação
20751,04 - Via Compensação
34325,04 - Via Compensação
34329,04 - Via Compensação
34333,04 - Via Compensação
34344,04 - Via Compensação
34358,04 - Via Compensação
34370,04 - Via Compensação
34389,04 - Via Compensação
34402,04 - Via Compensação
34408,04 - Via Compensação
34412,04 - Via Compensação
34413,04 - Via Compensação
34426,07 - Via Pix
34434,04 - Via Compensação
34482,04 - Via Compensação
34504,04 - Via Compensação
34516,04 - Via Compensação
34524,04 - Via Compensação
34529,04 - Via Compensação
34532,04 - Via Compensação
34535,04 - Via Compensação
34546,04 - Via Compensação
34549,04 - Via Compensação
34561,04 - Via Compensação
34567,07 - Via Pix
34571,04 - Via Compensação
34573,07 - Via Pix
34587,07 - Via Pix
34592,04 - Via Compensação
34600,04 - Via Compensação
34604,04 - Via Compensação
34623,04 - Via Compensação
34632,04 - Via Compensação
34635,04 - Via Compensação
34641,04 - Via Compensação
34642,04 - Via Compensação
34645,04 - Via Compensação
34669,04 - Via Compensação
34687,04 - Via Compensação
34696,04 - Via Compensação
28993,07 - Via Pix
34706,04 - Via Compensação
34716,04 - Via Compensação
34722,07 - Via Pix
34747,04 - Via Compensação
34752,04 - Via Compensação
34753,04 - Via Compensação
34756,04 - Via Compensação
34762,04 - Via Compensação
34768,07 - Via Pix
34729,04 - Via Compensação
34778,04 - Via Compensação
34782,07 - Via Pix
34797,04 - Via Compensação
34803,04 - Via Compensação
34812,04 - Via Compensação
34830,04 - Via Compensação
24908,04 - Via Compensação
34840,04 - Via Compensação
34851,04 - Via Compensação
34858,04 - Via Compensação
34861,04 - Via Compensação
34864,04 - Via Compensação
34868,07 - Via Pix
32414,04 - Via Compensação
34879,04 - Via Compensação
34882,07 - Via Pix
34885,07 - Via Pix
34898,04 - Via Compensação
34905,04 - Via Compensação
34922,04 - Via Compensação
34928,04 - Via Compensação
34940,04 - Via Compensação
34949,04 - Via Compensação
34978,04 - Via Compensação
34980,07 - Via Pix
34999,04 - Via Compensação
35001,04 - Via Compensação
35006,04 - Via Compensação
35013,04 - Via Compensação
35015,07 - Via Pix
35038,04 - Via Compensação
35055,04 - Via Compensação
35059,07 - Via Pix
35062,04 - Via Compensação
35074,04 - Via Compensação
35086,04 - Via Compensação
31182,04 - Via Compensação
35101,07 - Via Pix
35103,04 - Via Compensação
35107,07 - Via Pix
35120,04 - Via Compensação
35132,07 - Via Pix
35141,04 - Via Compensação
35148,04 - Via Compensação
35159,04 - Via Compensação
35174,04 - Via Compensação
35184,04 - Via Compensação
35190,04 - Via Compensação
35194,04 - Via Compensação
35212,04 - Via Compensação
35218,04 - Via Compensação
35233,04 - Via Compensação
35243,04 - Via Compensação
26368,04 - Via Compensação
35252,04 - Via Compensação
35260,04 - Via Compensação
35271,04 - Via Compensação
35273,04 - Via Compensação
35279,04 - Via Compensação
35291,04 - Via Compensação
35293,04 - Via Compensação
35295,04 - Via Compensação
35297,04 - Via Compensação
35303,04 - Via Compensação
35313,04 - Via Compensação
35332,04 - Via Compensação
35342,04 - Via Compensação
35350,04 - Via Compensação
35356,04 - Via Compensação
35359,04 - Via Compensação
35370,04 - Via Compensação
35382,07 - Via Pix
35391,04 - Via Compensação
31378,04 - Via Compensação
35396,04 - Via Compensação
35402,04 - Via Compensação
35409,07 - Via Pix
35414,07 - Via Pix
35427,04 - Via Compensação
35431,04 - Via Compensação
35433,07 - Via Pix
35444,07 - Via Pix
35455,04 - Via Compensação
35476,04 - Via Compensação
35486,07 - Via Pix
35496,04 - Via Compensação
35505,04 - Via Compensação
35507,04 - Via Compensação
35524,04 - Via Compensação
35531,04 - Via Compensação
35566,07 - Via Pix
35569,04 - Via Compensação
35578,07 - Via Pix
35589,07 - Via Pix
35592,04 - Via Compensação
35612,04 - Via Compensação
31934,04 - Via Compensação
22447,04 - Via Compensação
32139,04 - Via Compensação
32270,04 - Via Compensação
32341,04 - Via Compensação
32370,04 - Via Compensação
32417,07 - Via Pix
32810,04 - Via Compensação
32862,04 - Via Compensação
32902,04 - Via Compensação
33030,04 - Via Compensação
33232,04 - Via Compensação
33245,04 - Via Compensação
33307,04 - Via Compensação
33359,06 - Via Retaguarda
33477,04 - Via Compensação
33609,04 - Via Compensação
33648,04 - Via Compensação
33727,04 - Via Compensação
30081,04 - Via Compensação
30088,04 - Via Compensação
30196,04 - Via Compensação
30542,04 - Via Compensação
30571,04 - Via Compensação
30671,07 - Via Pix
30737,04 - Via Compensação
30871,04 - Via Compensação
30996,04 - Via Compensação
31116,04 - Via Compensação
31202,04 - Via Compensação
31381,04 - Via Compensação
31429,07 - Via Pix
31461,07 - Via Pix
31587,04 - Via Compensação
31704,04 - Via Compensação
31756,04 - Via Compensação
28324,04 - Via Compensação
28579,04 - Via Compensação
28688,04 - Via Compensação
28742,04 - Via Compensação
28895,04 - Via Compensação
28923,04 - Via Compensação
29010,04 - Via Compensação
29029,04 - Via Compensação
29265,04 - Via Compensação
29277,04 - Via Compensação
29279,04 - Via Compensação
29420,04 - Via Compensação
29473,07 - Via Pix
29478,07 - Via Pix
29559,04 - Via Compensação
29579,04 - Via Compensação
26462,04 - Via Compensação
26897,04 - Via Compensação
26972,04 - Via Compensação
27018,04 - Via Compensação
27039,04 - Via Compensação
27144,04 - Via Compensação
27290,04 - Via Compensação
27507,07 - Via Pix
27510,04 - Via Compensação
27722,04 - Via Compensação
27848,07 - Via Pix
27853,04 - Via Compensação
28087,04 - Via Compensação
24429,07 - Via Pix
24881,04 - Via Compensação
25248,04 - Via Compensação
25261,04 - Via Compensação
22695,04 - Via Compensação
22863,04 - Via Compensação
23095,04 - Via Compensação
23235,04 - Via Compensação
23253,04 - Via Compensação
23367,04 - Via Compensação
23439,04 - Via Compensação
23462,04 - Via Compensação
23603,04 - Via Compensação
24201,04 - Via Compensação
24324,04 - Via Compensação
20805,07 - Via Pix
21143,04 - Via Compensação
21228,04 - Via Compensação
21456,04 - Via Compensação
21689,04 - Via Compensação
19041,04 - Via Compensação
19382,07 - Via Pix
19636,04 - Via Compensação
19988,07 - Via Pix
20276,04 - Via Compensação
20415,04 - Via Compensação
20458,07 - Via Pix
20589,04 - Via Compensação
17431,04 - Via Compensação
17745,04 - Via Compensação
17867,07 - Via Pix
18442,04 - Via Compensação
15685,04 - Via Compensação
15968,04 - Via Compensação
16019,04 - Via Compensação
16766,04 - Via Compensação
13363,04 - Via Compensação
13768,04 - Via Compensação
14121,04 - Via Compensação
14143,07 - Via Pix
14148,04 - Via Compensação
14259,04 - Via Compensação
14365,04 - Via Compensação
14462,04 - Via Compensação
14780,04 - Via Compensação
15082,04 - Via Compensação
12318,04 - Via Compensação
12401,04 - Via Compensação
12415,04 - Via Compensação
12671,04 - Via Compensação
13080,04 - Via Compensação
13104,04 - Via Compensação
13236,04 - Via Compensação
34336,04 - Via Compensação
34342,04 - Via Compensação
34346,04 - Via Compensação
34353,04 - Via Compensação
34360,04 - Via Compensação
34372,04 - Via Compensação
34383,07 - Via Pix
34388,07 - Via Pix
34393,04 - Via Compensação
34396,04 - Via Compensação
34417,04 - Via Compensação
34433,04 - Via Compensação
34437,04 - Via Compensação
34441,04 - Via Compensação
34465,04 - Via Compensação
34483,07 - Via Pix
34489,04 - Via Compensação
34496,04 - Via Compensação
34511,07 - Via Pix
34519,04 - Via Compensação
34528,07 - Via Pix
34530,07 - Via Pix
34538,04 - Via Compensação
34541,07 - Via Pix
34547,04 - Via Compensação
34555,04 - Via Compensação
34564,04 - Via Compensação
34578,04 - Via Compensação
34575,04 - Via Compensação
34582,07 - Via Pix
34591,04 - Via Compensação
34595,07 - Via Pix
34599,04 - Via Compensação
34500,04 - Via Compensação
34610,04 - Via Compensação
20018,07 - Via Pix
34647,04 - Via Compensação
34650,04 - Via Compensação
34655,07 - Via Pix
34664,04 - Via Compensação
34668,07 - Via Pix
34674,04 - Via Compensação
34676,04 - Via Compensação
34683,04 - Via Compensação
34695,04 - Via Compensação
34702,04 - Via Compensação
34707,04 - Via Compensação
25428,07 - Via Pix
34719,04 - Via Compensação
34730,07 - Via Pix
34732,04 - Via Compensação
34741,07 - Via Pix
34743,04 - Via Compensação
34746,04 - Via Compensação
34749,04 - Via Compensação
34757,07 - Via Pix
34761,04 - Via Compensação
34773,04 - Via Compensação
34787,07 - Via Pix
34789,04 - Via Compensação
34798,07 - Via Pix
34800,04 - Via Compensação
34809,04 - Via Compensação
34811,06 - Via Retaguarda
34817,07 - Via Pix
34820,04 - Via Compensação
34832,04 - Via Compensação
33612,04 - Via Compensação
34846,04 - Via Compensação
34848,04 - Via Compensação
34855,04 - Via Compensação
34860,07 - Via Pix
34881,04 - Via Compensação
34884,07 - Via Pix
34914,04 - Via Compensação
24535,04 - Via Compensação
34954,04 - Via Compensação
34958,04 - Via Compensação
34961,04 - Via Compensação
34950,04 - Via Compensação
34992,07 - Via Pix
34997,04 - Via Compensação
35002,04 - Via Compensação
35010,04 - Via Compensação
35029,04 - Via Compensação
35068,04 - Via Compensação
35080,04 - Via Compensação
35082,04 - Via Compensação
35088,04 - Via Compensação
35090,04 - Via Compensação
35094,04 - Via Compensação
35102,04 - Via Compensação
35111,04 - Via Compensação
35115,04 - Via Compensação
35119,04 - Via Compensação
35125,04 - Via Compensação
35138,04 - Via Compensação
35147,04 - Via Compensação
35154,04 - Via Compensação
35158,04 - Via Compensação
35166,04 - Via Compensação
35168,04 - Via Compensação
35130,07 - Via Pix
29843,04 - Via Compensação
35189,04 - Via Compensação
35197,04 - Via Compensação
35201,07 - Via Pix
